Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div.,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Veteran,RSC000127,Czexmix,Endeavor,Interstellar,Lunar,N/A,44.2,23,0.435,10,13,3,7172,4060,3112,15,13,28,51,0.280,311.78,0.61,0.57,1.17,2.17
Veteran,RSC000330,Infinite,Endeavor,Interstellar,Lunar,N/A,65.72,64,0.625,40,24,10,21479,12320,9159,52,50,61,157,0.327,335.61,0.80,0.77,0.94,2.44
Veteran,,phyrexius,Endeavor,Interstellar,Lunar,N/A,76.2,45,0.667,30,15,11,17024,10160,6864,41,27,69,126,0.318,378.31,0.89,0.58,1.53,2.80
Veteran,,stupid,Endeavor,Interstellar,Lunar,N/A,78.61,54,0.667,36,18,16,20522,11710,8812,53,31,64,166,0.319,380.02,0.98,0.56,1.17,3.07
Veteran,,Delephant,FA,Free Agent,N/A,N/A,27.6,4,0,0,4,0,1257,620,637,2,1,5,12,0.167,314.25,0.50,0.25,1.25,3.00
Veteran,RSC000834,Eviix,FA,Free Agent,N/A,N/A,-16.78,2,0,0,2,0,409,120,289,0,1,1,2,0.000,204.50,0.00,0.50,0.50,1.00
Veteran,,Knees,FA,Free Agent,N/A,N/A,56.87,6,0.5,3,3,0,1785,1200,585,5,5,5,20,0.200,297.50,0.67,0.67,0.83,3.33
Veteran,,Pungus,FA,Free Agent,N/A,N/A,21.16,14,0.143,2,12,0,3741,2030,1711,5,8,17,28,0.179,267.14,0.36,0.57,1.14,2.00
Veteran,,chrisp1201,FA,Free Agent,N/A,N/A,29.07,39,0.333,13,26,2,11598,6420,5178,22,15,55,72,0.310,297.36,0.56,0.36,1.39,1.82
Veteran,RSC000633,fieryprophet,FA,Free Agent,N/A,N/A,12.31,4,0,0,4,0,1186,520,666,2,1,4,7,0.286,296.50,0.50,0.25,1.00,1.75
Veteran,,morgan,FA,Free Agent,N/A,N/A,62.52,6,0.667,4,2,0,2034,1220,814,5,3,8,17,0.312,339.00,0.83,0.50,1.17,2.67
Veteran,,skuddle,FA,Free Agent,N/A,N/A,53.19,34,0.471,16,18,3,10735,6450,4285,27,20,37,90,0.292,315.74,0.77,0.56,1.09,2.62
Veteran,RSC000310,ChrisakaMrXD,Gladiators,The Sovereign,Lunar,N/A,76.71,60,0.65,39,21,15,21684,12780,8904,60,41,60,173,0.347,361.40,1.00,0.67,1.00,2.88
Veteran,RSC000895,Laggy,Gladiators,The Sovereign,Lunar,N/A,76.52,59,0.661,39,20,10,20912,12530,8382,54,47,63,163,0.333,354.42,0.92,0.78,1.05,2.75
Veteran,RSC000080,Murloc,Gladiators,The Sovereign,Lunar,N/A,85.96,60,0.65,39,21,14,21882,13850,8032,71,47,51,185,0.379,364.70,1.17,0.77,0.85,3.08
Veteran,,GiLLz_,Hawks,Birds of Prey,Solar,N/A,46.23,59,0.237,14,42,7,19223,10660,8563,51,26,53,161,0.319,325.80,0.86,0.42,0.90,2.71
Veteran,,HYPER!,Hawks,Birds of Prey,Solar,N/A,30.84,16,0.188,3,13,1,4733,2510,2223,9,6,18,41,0.219,295.81,0.56,0.38,1.13,2.56
Veteran,,OhSlim,Hawks,Birds of Prey,Solar,N/A,28.99,49,0.286,14,35,4,13552,7730,5822,28,27,54,88,0.322,276.57,0.57,0.55,1.08,1.78
Veteran,,grayfawx,Hawks,Birds of Prey,Solar,N/A,78.82,4,0.75,3,1,1,1677,990,687,4,0,9,14,0.286,419.25,1.00,0.00,2.25,3.50
Veteran,,Dondochaka,Hydras,πολύ κεφάλη,Lunar,N/A,38.62,50,0.36,18,32,7,14613,8160,6453,37,26,42,106,0.349,292.26,0.74,0.52,0.84,2.12
Veteran,,HeyImCole,Hydras,πολύ κεφάλη,Lunar,N/A,9.26,50,0.34,17,33,3,12560,5710,6850,17,15,50,76,0.224,251.20,0.34,0.30,1.00,1.52
Veteran,,Lambo,Hydras,πολύ κεφάλη,Lunar,N/A,37.2,35,0.371,13,22,7,11057,6090,4967,20,13,53,79,0.253,315.91,0.57,0.34,1.51,2.26
Veteran,,Muffinz,Hydras,πολύ κεφάλη,Lunar,N/A,25.38,47,0.34,16,31,2,13999,7160,6839,21,16,68,86,0.235,297.85,0.43,0.34,1.43,1.81
Veteran,RSC000186,Coates,Kappas,The Meme Machine,Solar,N/A,29.91,49,0.286,14,35,5,14406,8080,6326,33,18,59,93,0.358,294.00,0.67,0.37,1.18,1.88
Veteran,,DSav619,Kappas,The Meme Machine,Solar,N/A,-15.94,9,0.111,1,8,0,1815,700,1115,0,2,9,15,0.000,201.56,0.00,0.22,1.00,1.56
Veteran,,Malularah,Kappas,The Meme Machine,Solar,N/A,46.5,53,0.358,19,34,1,17346,9550,7796,36,28,67,120,0.300,327.28,0.68,0.53,1.26,2.26
Veteran,,panzler ^-^,Kappas,The Meme Machine,Solar,N/A,46.47,31,0.323,10,21,8,10660,5530,5130,20,13,42,78,0.256,343.84,0.65,0.42,1.32,2.52
Veteran,,Daft,Liches,The Dungeon,Lunar,N/A,49.62,51,0.392,20,31,9,16633,9650,6983,47,20,53,130,0.354,326.14,0.90,0.39,1.02,2.55
Veteran,,Hell,Liches,The Dungeon,Lunar,N/A,48.04,53,0.358,19,34,5,17223,9210,8013,34,35,57,121,0.273,324.96,0.62,0.66,1.08,2.28
Veteran,,evan,Liches,The Dungeon,Lunar,N/A,11.03,12,0.25,3,9,0,3039,1490,1549,3,4,15,24,0.125,253.17,0.25,0.33,1.17,2.00
Veteran,,iFsh,Liches,The Dungeon,Lunar,N/A,36.97,53,0.396,21,32,7,16032,8990,7042,35,27,64,94,0.366,302.47,0.64,0.51,1.19,1.76
Veteran,,DarkAce,Lightning,Electric Mayhem,Lunar,N/A,40.93,28,0.429,12,16,3,8851,5220,3631,21,12,40,52,0.404,316.11,0.75,0.39,1.39,1.86
Veteran,,Guaco,Lightning,Electric Mayhem,Lunar,N/A,45.73,56,0.5,28,28,8,17514,9460,8054,37,33,59,116,0.313,312.75,0.64,0.59,1.04,2.05
Veteran,,Porkchop,Lightning,Electric Mayhem,Lunar,N/A,70.5,48,0.708,34,14,14,16918,9930,6988,42,32,59,118,0.356,352.46,0.88,0.65,1.23,2.46
Veteran,,Zach,Lightning,Electric Mayhem,Lunar,N/A,59.69,60,0.567,34,26,11,20414,11940,8474,54,29,72,149,0.365,340.22,0.90,0.48,1.20,2.47
Veteran,,Medalix,Lunar Hens,Cosmic Zoo,Lunar,N/A,23.53,51,0.333,17,34,6,15580,7940,7640,20,17,86,79,0.241,305.47,0.37,0.33,1.67,1.55
Veteran,,SOLDIER-IN-HELL,Lunar Hens,Cosmic Zoo,Lunar,N/A,50.2,57,0.333,19,38,10,19708,10850,8858,46,26,72,135,0.341,345.75,0.81,0.44,1.25,2.37
Veteran,RSC000076,SpecialK,Lunar Hens,Cosmic Zoo,Lunar,N/A,17.53,29,0.379,11,18,0,7540,3970,3570,13,11,34,42,0.309,260.00,0.45,0.38,1.17,1.45
Veteran,,Bonekin,Monsoons,The Storm,Solar,N/A,42.51,26,0.654,17,9,4,7562,4370,3192,18,11,29,57,0.298,290.81,0.65,0.42,1.12,2.19
Veteran,,Sillybunny,Monsoons,The Storm,Solar,N/A,77.02,56,0.696,39,17,12,20373,12290,8083,56,37,66,154,0.364,363.79,1.00,0.64,1.16,2.75
Veteran,RSC000160,euronate,Monsoons,The Storm,Solar,N/A,82.57,60,0.7,42,18,19,23438,13860,9578,68,32,74,176,0.381,390.62,1.12,0.52,1.22,2.93
Veteran,RSC000542,gotmott,Monsoons,The Storm,Solar,N/A,66.64,38,0.737,28,10,7,12711,7290,5421,32,26,36,99,0.316,334.47,0.82,0.66,0.95,2.58
Veteran,,Foretrix,PermFA,Free Agent,N/A,N/A,72.7,28,0.571,16,12,8,11395,6200,5195,23,16,48,70,0.314,406.93,0.79,0.54,1.71,2.50
Veteran,,Royal,PermFA,Free Agent,N/A,N/A,23.4,4,0.25,1,3,0,1127,420,707,2,1,1,12,0.167,281.75,0.50,0.25,0.25,3.00
Veteran,RSC000449,Rosie,Pogchamps,Free Agent,N/A,N/A,2.79,26,0.231,6,16,0,5970,3070,2900,9,9,26,42,0.195,229.58,0.31,0.31,0.96,1.58
Veteran,,HMC,Pointers,Dog Pound,Solar,N/A,55.3,54,0.444,24,30,8,18044,10590,7454,45,29,66,134,0.331,334.15,0.82,0.54,1.20,2.46
Veteran,,Meatrius,Pointers,Dog Pound,Solar,N/A,69.7,37,0.703,26,11,5,13061,7780,5281,36,26,42,78,0.449,353.00,0.95,0.68,1.14,2.11
Veteran,RSC000286,bobandrews33,Pointers,Dog Pound,Solar,N/A,40.73,32,0.406,13,19,4,9844,5760,4084,21,16,44,66,0.318,307.59,0.66,0.47,1.34,2.06
Veteran,,shepherd,Pointers,Dog Pound,Solar,N/A,24.51,41,0.317,13,28,3,11068,5650,5418,18,24,39,70,0.247,269.93,0.42,0.59,0.95,1.68
Veteran,,Bill3113,Precipitate 4,Rocket League Noob Series,Lunar,N/A,67.76,51,0.529,27,24,11,17054,10550,6504,48,35,50,150,0.322,334.37,0.94,0.67,0.96,2.92
Veteran,,GMattt,Precipitate 4,Rocket League Noob Series,Lunar,N/A,19.49,29,0.448,13,16,2,7134,3610,3524,13,11,23,61,0.217,245.97,0.45,0.35,0.79,2.07
Veteran,,Vision617,Precipitate 4,Rocket League Noob Series,Lunar,N/A,65.15,47,0.404,19,28,7,16788,10330,6458,47,23,62,138,0.336,357.19,0.98,0.49,1.30,2.92
Veteran,,nightpanda,Precipitate 4,Rocket League Noob Series,Lunar,N/A,74.34,51,0.51,26,25,13,18824,10940,7884,55,37,45,134,0.403,369.10,1.06,0.71,0.88,2.63
Veteran,,Apple.,Quads,The Quad Dynasty,Solar,N/A,75.38,56,0.571,32,24,13,21152,13060,8092,58,32,82,156,0.368,377.71,1.02,0.55,1.46,2.77
Veteran,RSC000050,LORDMACCUS,Quads,The Quad Dynasty,Solar,N/A,33.4,37,0.514,19,18,3,10163,5790,4373,20,21,41,69,0.280,274.65,0.51,0.54,1.11,1.84
Veteran,,Reminey,Quads,The Quad Dynasty,Solar,N/A,52.21,47,0.489,23,24,7,15311,8440,6871,33,26,52,124,0.258,325.75,0.68,0.53,1.11,2.64
Veteran,RSC000839,p0larbear,Quads,The Quad Dynasty,Solar,N/A,79.27,47,0.617,29,18,10,17737,10400,7337,54,30,44,130,0.411,377.36,1.13,0.64,0.92,2.75
Veteran,,Ahmadabad,Queens,House of Cards,Lunar,N/A,65.05,51,0.529,27,24,7,17770,9890,7880,40,40,53,124,0.325,348.43,0.78,0.77,1.04,2.41
Veteran,,Badb0yz143,Queens,House of Cards,Lunar,N/A,28.51,31,0.452,14,17,2,8445,4680,3765,16,17,35,48,0.313,272.42,0.48,0.55,1.13,1.55
Veteran,,King_Cain22,Queens,House of Cards,Lunar,N/A,52.31,42,0.429,18,24,8,14350,7780,6570,28,26,55,93,0.290,341.64,0.64,0.62,1.29,2.21
Veteran,,Shaunold_,Queens,House of Cards,Lunar,N/A,27.51,34,0.382,13,21,4,9574,5080,4494,23,10,32,68,0.343,281.56,0.68,0.29,0.94,1.97
Veteran,,Clyde,Rivendell,Middle Earth,Lunar,N/A,64.83,10,0.8,8,2,3,3670,1890,1780,7,6,14,19,0.368,367.00,0.70,0.60,1.40,1.90
Veteran,,Delta,Rivendell,Middle Earth,Lunar,N/A,43.08,56,0.589,33,23,10,16944,9320,7624,40,27,58,107,0.377,302.55,0.71,0.48,1.02,1.89
Veteran,,JKR,Rivendell,Middle Earth,Lunar,N/A,76.39,56,0.679,38,18,16,20846,11480,9366,48,46,60,138,0.348,372.25,0.86,0.80,1.05,2.46
Veteran,,manicmarshmello,Rivendell,Middle Earth,Lunar,N/A,63.03,56,0.571,32,24,11,19871,11360,8511,51,25,70,151,0.333,354.84,0.89,0.45,1.25,2.68
Veteran,,Leerg,Rockets,Fallout Shelter,Solar,N/A,21.79,37,0.459,17,20,2,9150,4860,4290,18,18,31,61,0.300,247.30,0.49,0.49,0.81,1.62
Veteran,,StarFax,Rockets,Fallout Shelter,Solar,N/A,66.04,52,0.462,24,28,13,19033,11590,7443,61,21,61,139,0.435,366.02,1.15,0.39,1.15,2.65
Veteran,RSC000898,Ty26,Rockets,Fallout Shelter,Solar,N/A,51.25,44,0.5,22,22,5,14911,8260,6651,32,22,61,91,0.352,338.86,0.73,0.50,1.36,2.07
Veteran,RSC000281,plasmid,Rockets,Fallout Shelter,Solar,N/A,37.59,37,0.378,14,23,5,11784,6240,5544,14,24,60,64,0.222,318.49,0.38,0.62,1.60,1.70
Veteran,RSC000352,Freebo,Sailfish,The Aquarium,Solar,N/A,49.07,29,0.379,11,18,3,10370,5500,4870,19,13,46,65,0.292,357.55,0.66,0.41,1.59,2.24
Veteran,,K0rno,Sailfish,The Aquarium,Solar,N/A,42.17,47,0.362,17,30,10,15868,8530,7338,27,21,76,98,0.278,337.62,0.57,0.43,1.60,2.06
Veteran,,NWHIXI85,Sailfish,The Aquarium,Solar,N/A,23.3,32,0.406,13,19,1,8708,4570,4138,17,12,34,57,0.298,272.13,0.53,0.34,1.06,1.78
Veteran,RSC000197,kareemostyle,Sailfish,The Aquarium,Solar,N/A,48.08,48,0.417,20,28,9,16235,9010,7225,34,18,71,116,0.295,338.23,0.71,0.38,1.48,2.40
Veteran,,Call Me Steve,Thunder Eagles,The Birdcage,Lunar,N/A,42.07,33,0.576,19,14,4,10112,5760,4352,26,13,37,66,0.379,306.39,0.76,0.36,1.09,2.00
Veteran,,Calster2017,Thunder Eagles,The Birdcage,Lunar,N/A,77.54,54,0.519,28,26,14,22191,12000,10191,49,31,80,155,0.318,410.94,0.91,0.56,1.46,2.85
Veteran,,JRoja,Thunder Eagles,The Birdcage,Lunar,N/A,46.41,44,0.5,22,22,6,12869,7200,5669,32,29,32,95,0.337,292.48,0.73,0.66,0.73,2.16
Veteran,,Shovel94,Thunder Eagles,The Birdcage,Lunar,N/A,52.35,55,0.545,30,25,10,18187,9850,8337,38,28,65,140,0.264,330.66,0.67,0.49,1.16,2.55
Veteran,RSC000094,Namdorin,Tigers,Apex Predators,Solar,N/A,78.63,49,0.673,33,16,11,17153,10030,7123,44,44,40,143,0.301,350.04,0.88,0.88,0.82,2.92
Veteran,RSC000428,Oreotv_,Tigers,Apex Predators,Solar,N/A,56.38,57,0.404,23,34,9,19467,11280,8187,48,30,70,148,0.324,341.51,0.84,0.51,1.23,2.60
Veteran,,Vague,Tigers,Apex Predators,Solar,N/A,87.69,55,0.618,34,21,19,21655,13530,8125,76,28,55,178,0.422,393.73,1.36,0.49,0.98,3.24
Veteran,RSC000431,kugelblitz,Tigers,Apex Predators,Solar,N/A,74.85,48,0.646,31,17,5,16976,9890,7086,39,44,52,119,0.328,353.65,0.81,0.90,1.08,2.48
Veteran,,Jilith,Vehicular Mayhem,CCA United,Solar,N/A,65.83,48,0.625,30,18,9,17211,9330,7881,40,30,54,113,0.354,358.54,0.83,0.63,1.13,2.35
Veteran,,Jooshman,Vehicular Mayhem,CCA United,Solar,N/A,66.91,62,0.581,36,26,18,23410,13450,9960,68,21,80,160,0.421,377.57,1.08,0.32,1.29,2.57
Veteran,,Pulch,Vehicular Mayhem,CCA United,Solar,N/A,52.11,38,0.711,27,11,9,11961,6360,5601,26,22,36,86,0.291,314.76,0.66,0.55,0.95,2.26
Veteran,,Zeta,Vehicular Mayhem,CCA United,Solar,N/A,17.31,37,0.405,15,22,0,9139,4940,4199,13,18,44,54,0.241,247.00,0.35,0.49,1.19,1.46
Veteran,,Apollo,Waste Baskets,Waste Management,Solar,N/A,63.63,48,0.583,28,20,8,16500,9570,6930,46,21,50,142,0.324,343.75,0.96,0.42,1.02,2.96
Veteran,,Poofy,Waste Baskets,Waste Management,Solar,N/A,67.27,39,0.538,21,14,11,14616,8310,6306,32,27,58,86,0.361,374.74,0.80,0.67,1.46,2.21
Veteran,,blackhawk,Waste Baskets,Waste Management,Solar,N/A,38.18,33,0.394,13,20,3,9247,5330,3917,20,24,30,63,0.323,280.21,0.61,0.70,0.88,1.88
Veteran,,neiltaylor,Waste Baskets,Waste Management,Solar,N/A,51.59,62,0.581,36,26,9,20642,11690,8952,45,31,88,124,0.355,332.94,0.71,0.50,1.42,2.00
Veteran,RSC000399,Dart,Yellow Jackets,The Swarm,Solar,N/A,81.21,64,0.516,33,31,20,25581,14600,10981,68,37,79,200,0.335,399.69,1.05,0.58,1.23,3.13
Veteran,,Homie,Yellow Jackets,The Swarm,Solar,N/A,46.28,49,0.49,24,25,5,14602,8550,6052,39,23,45,125,0.307,297.98,0.78,0.47,0.90,2.53
Veteran,,glanger,Yellow Jackets,The Swarm,Solar,N/A,63.79,35,0.629,22,13,9,12243,7220,5023,28,23,51,72,0.389,349.80,0.80,0.66,1.43,2.06
Veteran,RSC000661,mack,Yellow Jackets,The Swarm,Solar,N/A,29.75,47,0.468,22,25,1,12440,6700,5740,26,27,39,80,0.325,264.66,0.55,0.57,0.81,1.70
