Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Master,RSC002750,Connor,Free Agent,Free Agent,N/A,N/A,55.09,4,0.500,2,2,2,1313,760,553,4,2,3,11,0.364,328.25,1.00,0.50,0.75,2.75
Master,RSC006888,Hocki.,Free Agent,Free Agent,N/A,N/A,57.53,21,0.238,5,16,3,7571,4230,3341,14,17,28,58,0.241,360.48,0.67,0.81,1.33,2.76
Master,RSC004535,RayCrusher,Free Agent,Free Agent,N/A,N/A,76.83,16,0.500,8,8,6,6447,3760,2687,16,7,25,56,0.286,402.88,1.00,0.44,1.56,3.50
Master,RSC006906,Rillo,Free Agent,Free Agent,N/A,N/A,7.99,6,0.667,4,2,1,1682,920,762,2,0,13,7,0.286,280.17,0.33,0.00,2.17,1.17
Master,RSC000220,Sparcnova,Free Agent,Free Agent,N/A,N/A,17.94,12,0.333,4,8,1,3187,1750,1437,9,2,10,25,0.360,265.58,0.75,0.17,0.83,2.08
Master,RSC005051,Supr3me,Free Agent,Free Agent,N/A,N/A,55.22,4,0.500,2,2,0,1264,770,494,4,2,3,12,0.333,316.00,1.00,0.50,0.75,3.00
Master,RSC007359,Town.,Free Agent,Free Agent,N/A,N/A,37.77,4,0.500,2,2,0,1302,730,572,2,2,7,8,0.250,325.50,0.50,0.50,1.75,2.00
Master,RSC001885,Wick,Free Agent,Free Agent,N/A,N/A,37.39,13,0.154,2,11,0,4468,2580,1888,10,4,22,28,0.357,343.69,0.77,0.31,1.69,2.15
Master,RSC003445,bosco,Free Agent,Free Agent,N/A,N/A,4.13,6,0.000,0,6,0,1601,730,871,0,5,8,8,0.000,266.67,0.00,0.83,1.33,1.33
Master,RSC006760,dreamy,Free Agent,Free Agent,N/A,N/A,63.18,12,0.500,6,6,2,4473,2350,2123,7,11,16,30,0.233,372.67,0.58,0.92,1.33,2.50
Master,RSC005049,maki,Free Agent,Free Agent,N/A,N/A,52.97,32,0.375,12,20,6,11522,6450,5072,23,18,49,80,0.288,360.06,0.72,0.56,1.53,2.50
Master,RSC007098,reis,Free Agent,Free Agent,N/A,N/A,39.87,24,0.333,8,16,5,8311,4230,4081,11,12,39,58,0.190,346.29,0.46,0.50,1.63,2.42
Master,RSC007078,tac,Free Agent,Free Agent,N/A,N/A,3.49,6,0.333,2,4,0,1566,780,786,2,0,9,13,0.154,261.00,0.33,0.00,1.50,2.17
Master,RSC003792,Calc,Fromunda Frauds,Cheese Guild,N/A,N/A,67.91,60,0.600,36,24,8,22112,12380,9732,52,41,69,168,0.310,368.53,0.87,0.68,1.15,2.80
Master,RSC000824,Cart,Fromunda Frauds,Cheese Guild,N/A,N/A,78.67,25,0.640,16,9,5,9096,5390,3706,23,23,23,79,0.291,363.84,0.92,0.92,0.92,3.16
Master,RSC002837,FRIKitsHOWARD,Fromunda Frauds,Cheese Guild,N/A,N/A,78.79,35,0.743,26,9,10,14035,8490,5545,37,18,59,94,0.394,401.00,1.06,0.51,1.69,2.69
Master,RSC003178,Snack Time!,Fromunda Frauds,Cheese Guild,N/A,N/A,66.17,35,0.571,20,15,7,12707,7340,5367,31,22,43,99,0.313,363.03,0.89,0.63,1.23,2.83
Master,RSC000626,Canadian,Glacier Mint,Minty Fresh,N/A,N/A,37.5,24,0.292,7,17,2,8068,4390,3678,11,16,41,44,0.250,336.13,0.46,0.67,1.71,1.83
Master,RSC000009,Timbo,Glacier Mint,Minty Fresh,N/A,N/A,37.33,47,0.319,15,32,4,15661,8060,7601,28,23,62,101,0.277,333.21,0.60,0.49,1.32,2.15
Master,RSC002496,TunZ,Glacier Mint,Minty Fresh,N/A,N/A,37.37,16,0.375,6,10,2,4920,2570,2350,11,7,14,42,0.262,307.50,0.69,0.44,0.88,2.63
Master,RSC000021,TyTy,Glacier Mint,Minty Fresh,N/A,N/A,38.24,30,0.033,1,4,0,10638,620,10018,1,1,8,7,0.143,354.57,0.60,0.40,1.97,2.43
Master,RSC000021,TyTy,Glacier Mint,Minty Fresh,N/A,N/A,42.31,30,0.233,7,23,2,10638,6080,4558,18,12,59,73,0.247,354.57,0.60,0.40,1.97,2.43
Master,RSC002062,DIS_BANANA_MAN,Heinous Henchmen,The Syndicate,N/A,N/A,81.86,60,0.667,40,20,17,23921,13400,10521,56,43,74,195,0.287,398.67,0.93,0.72,1.23,3.25
Master,RSC005170,Frenchy,Heinous Henchmen,The Syndicate,N/A,N/A,60.77,56,0.679,38,18,10,19623,11000,8623,45,33,67,150,0.300,350.41,0.80,0.59,1.20,2.68
Master,RSC004090,LikeWisse,Heinous Henchmen,The Syndicate,N/A,N/A,82.53,52,0.692,36,16,12,19316,11680,7636,56,41,47,168,0.333,371.46,1.08,0.79,0.90,3.23
Master,RSC005220,Swax,Heinous Henchmen,The Syndicate,N/A,N/A,109.91,8,0.625,5,3,1,3750,2270,1480,9,6,15,32,0.281,468.63,1.13,0.75,1.88,4.00
Master,RSC002476,Argnor,Helicoprions,Shark Attack,N/A,N/A,64.97,11,0.636,7,4,4,4198,2500,1698,8,7,22,25,0.320,381.55,0.73,0.64,2.00,2.27
Master,RSC006534,FIN0oo,Helicoprions,Shark Attack,N/A,N/A,73.83,54,0.648,35,19,13,20829,11830,8999,44,40,78,153,0.288,385.72,0.82,0.74,1.44,2.83
Master,RSC000934,Shanerbaner,Helicoprions,Shark Attack,N/A,N/A,73.32,48,0.604,29,19,13,19319,10660,8659,39,32,77,131,0.298,402.46,0.81,0.67,1.60,2.73
Master,RSC002313,galico,Helicoprions,Shark Attack,N/A,N/A,54.62,40,0.600,24,16,3,13694,8050,5644,33,17,57,105,0.314,342.33,0.83,0.43,1.43,2.63
Master,RSC004212,Glitch;,Kings,Monarchy,Lunar,N/A,30.79,4,1.750,7,12,3,1016,3320,-2304,11,11,24,47,0.234,254.00,0.50,0.25,1.00,1.00
Master,RSC004212,Glitch;,Kings,Monarchy,Lunar,N/A,5.37,4,0.500,2,2,0,1016,490,526,2,1,4,4,0.500,254.00,0.50,0.25,1.00,1.00
Master,RSC002006,AvgJoeyB-,Lemurs,The Jungle,N/A,N/A,63.24,39,0.590,23,16,10,13390,7950,5440,32,28,45,110,0.291,343.33,0.82,0.72,1.15,2.82
Master,RSC007200,Siphrry,Lemurs,The Jungle,N/A,N/A,42.68,50,0.580,29,21,7,16874,8500,8374,26,26,70,110,0.236,337.48,0.52,0.52,1.40,2.20
Master,RSC000232,Unexpected,Lemurs,The Jungle,N/A,N/A,61.91,31,0.645,20,11,8,10601,6200,4401,27,21,33,80,0.338,341.94,0.87,0.68,1.07,2.58
Master,RSC002332,Wespyyy,Lemurs,The Jungle,N/A,N/A,62.57,52,0.577,30,22,9,18671,11200,7471,49,27,72,135,0.363,359.04,0.94,0.52,1.39,2.60
Master,RSC002490,bex!,Lemurs,The Jungle,N/A,N/A,64.95,36,0.500,18,18,8,13238,7230,6008,33,22,36,103,0.320,367.72,0.92,0.61,1.00,2.86
Master,RSC000241,Geherpaderp,Nightmare,The Shadows,N/A,N/A,71.08,43,0.488,21,22,6,17191,9560,7631,43,20,60,126,0.341,399.79,1.00,0.47,1.40,2.93
Master,RSC003008,GeneralZippy,Nightmare,The Shadows,N/A,N/A,81.35,54,0.556,30,24,12,22062,12820,9242,49,38,86,172,0.285,408.54,0.91,0.70,1.59,3.19
Master,RSC005301,Nehtaro,Nightmare,The Shadows,N/A,N/A,67.65,56,0.536,30,26,10,21130,11050,10080,39,52,63,140,0.279,377.32,0.70,0.93,1.13,2.50
Master,RSC000787,buckle,Nightmare,The Shadows,N/A,N/A,55.88,15,0.600,9,6,2,5282,3050,2232,13,7,21,35,0.371,352.13,0.87,0.47,1.40,2.33
Master,RSC004982,Loyboy2,Oblivion,Event Horizon,N/A,N/A,55.02,53,0.509,27,26,10,19040,10330,8710,35,34,77,128,0.273,359.23,0.66,0.64,1.45,2.42
Master,RSC001903,Plasma,Oblivion,Event Horizon,N/A,N/A,44.09,47,0.489,23,24,10,16607,8620,7987,30,19,73,102,0.294,353.32,0.64,0.40,1.55,2.17
Master,RSC005524,RaunchyRomanian,Oblivion,Event Horizon,N/A,N/A,34.94,50,0.500,25,25,8,15682,8270,7412,37,18,54,97,0.381,313.64,0.74,0.36,1.08,1.94
Master,RSC004208,Super,Oblivion,Event Horizon,N/A,N/A,45.12,30,0.600,18,12,3,9903,5430,4473,16,16,46,73,0.219,330.07,0.53,0.53,1.53,2.43
Master,RSC000851,JoeZ,Peppermint,Minty Fresh,Solar,N/A,24.23,12,0.167,2,10,0,3525,2050,1475,8,4,16,25,0.320,293.75,0.67,0.33,1.33,2.08
Master,RSC000851,JoeZ,Peppermint,Minty Fresh,Solar,N/A,37.79,12,0.833,10,25,5,3525,6970,-3445,30,16,45,92,0.326,293.75,0.67,0.33,1.33,2.08
Master,RSC003819,Paper,Scooters,The Quad Dynasty,N/A,N/A,31.82,23,0.348,8,15,2,7055,3870,3185,12,14,31,42,0.286,306.70,0.52,0.61,1.35,1.83
Master,RSC002648,Prisma,Scooters,The Quad Dynasty,N/A,N/A,58.04,47,0.553,26,21,9,17437,9020,8417,34,29,61,112,0.304,370.98,0.72,0.62,1.30,2.38
Master,RSC006453,Swift,Scooters,The Quad Dynasty,N/A,N/A,41.7,55,0.527,29,26,5,18017,9940,8077,41,17,74,129,0.318,327.58,0.75,0.31,1.35,2.35
Master,RSC007113,trs_rival,Scooters,The Quad Dynasty,N/A,N/A,71.5,55,0.491,27,28,14,22015,12560,9455,47,33,93,156,0.301,400.27,0.86,0.60,1.69,2.84
Master,RSC004286,Bolbi,Sketch Squad,Art Club,N/A,N/A,36.84,21,0.286,6,15,1,7173,3660,3513,12,11,30,41,0.293,341.57,0.57,0.52,1.43,1.95
Master,RSC004966,Buck,Sketch Squad,Art Club,N/A,N/A,28.18,49,0.306,15,34,2,14571,7870,6701,24,23,64,112,0.214,297.35,0.49,0.47,1.31,2.29
Master,RSC007003,Tac0stains,Sketch Squad,Art Club,N/A,N/A,52.9,52,0.327,17,35,13,19184,10690,8494,39,26,84,129,0.302,368.92,0.75,0.50,1.62,2.48
Master,RSC006974,Vindhriko,Sketch Squad,Art Club,N/A,N/A,19.66,34,0.324,11,23,2,9687,4690,4997,14,15,37,69,0.203,284.91,0.41,0.44,1.09,2.03
Master,RSC006484,Ahmed_SA23,Sperm Whales,Whale Defense,N/A,N/A,14.99,13,0.538,7,5,1,3035,1820,1215,5,9,13,22,0.227,233.46,0.39,0.46,0.69,2.23
Master,RSC006484,Ahmed_SA23,Sperm Whales,Whale Defense,N/A,N/A,18.11,13,0.692,9,4,0,3035,1540,1495,5,6,9,29,0.172,233.46,0.39,0.46,0.69,2.23
Master,RSC007328,Captain_CleanRL,Sperm Whales,Whale Defense,N/A,N/A,68.23,39,0.205,8,0,4,15368,2260,13108,8,9,13,36,0.222,394.03,1.00,0.64,1.36,2.82
Master,RSC007328,Captain_CleanRL,Sperm Whales,Whale Defense,N/A,N/A,77.09,39,0.641,25,14,14,15368,8900,6468,39,25,53,110,0.355,394.03,1.00,0.64,1.36,2.82
Master,RSC007244,Joxtrot,Sperm Whales,Whale Defense,N/A,N/A,49.78,56,0.554,31,25,6,19319,10160,9159,37,30,72,136,0.272,344.98,0.66,0.54,1.29,2.43
Master,RSC000657,Saucey,Sperm Whales,Whale Defense,N/A,N/A,59.38,59,0.542,32,27,12,20892,11480,9412,50,38,62,148,0.338,354.10,0.85,0.64,1.05,2.51
Master,RSC000030,ADeadM0053,Stagnant Snails,Speed Demons,N/A,N/A,43.91,40,0.375,15,25,6,13916,8020,5896,28,19,70,77,0.364,347.90,0.70,0.48,1.75,1.93
Master,RSC002862,Chips.,Stagnant Snails,Speed Demons,N/A,N/A,51.1,23,0.391,9,14,6,8209,4500,3709,19,9,31,60,0.317,356.91,0.83,0.39,1.35,2.61
Master,RSC005290,IMOLDGREG67,Stagnant Snails,Speed Demons,N/A,N/A,27.36,23,0.304,7,16,1,6633,3440,3193,15,6,20,64,0.234,288.39,0.65,0.26,0.87,2.78
Master,RSC003412,Python,Stagnant Snails,Speed Demons,N/A,N/A,35.79,38,0.368,14,24,3,12056,6170,5886,19,17,48,102,0.186,317.24,0.50,0.45,1.26,2.68
Master,RSC003082,Skulzy9,Stagnant Snails,Speed Demons,N/A,N/A,30.21,56,0.321,18,38,5,17929,9470,8459,22,34,92,97,0.227,320.16,0.39,0.61,1.64,1.73
Master,RSC003323,Boog McCroog,Tempests,Storm,N/A,N/A,58.46,60,0.700,42,18,8,20313,11700,8613,50,31,70,165,0.303,338.55,0.83,0.52,1.17,2.75
Master,RSC002620,Instnt,Tempests,Storm,N/A,N/A,60.07,12,0.833,10,2,3,4056,2140,1916,6,11,14,29,0.207,337.92,0.50,0.92,1.17,2.42
Master,RSC007194,North,Tempests,Storm,N/A,N/A,105.93,56,0.696,39,17,23,24677,14720,9957,71,44,67,207,0.343,440.66,1.27,0.79,1.20,3.70
Master,RSC005578,Rydexian,Tempests,Storm,N/A,N/A,64.32,52,0.673,35,17,8,18168,10550,7618,43,36,61,140,0.307,349.38,0.83,0.69,1.17,2.69
Master,RSC005574,Cid No Meka,Tsars,Monarchy,N/A,N/A,36.5,35,0.314,11,24,3,11420,6290,5130,19,22,53,64,0.297,326.26,0.54,0.63,1.51,1.83
Master,RSC003125,GrandPlat,Tsars,Monarchy,N/A,N/A,50.76,11,0.455,5,6,0,4047,2160,1887,8,6,17,21,0.381,367.82,0.73,0.55,1.55,1.91
Master,RSC004214,Miserable,Tsars,Monarchy,N/A,N/A,20.15,41,0.317,13,28,1,11931,5840,6091,16,20,50,74,0.216,291.00,0.39,0.49,1.22,1.81
Master,RSC005575,Velatek,Tsars,Monarchy,N/A,N/A,30.05,14,0.071,1,13,0,4529,2320,2209,11,4,14,32,0.344,323.43,0.79,0.29,1.00,2.29
Premier,RSC002714,.Andy,Biggest Whale,Whale Defense,N/A,N/A,73.36,36,0.611,22,14,7,14919,8720,6199,39,22,49,127,0.307,414.39,1.08,0.61,1.36,3.53
Premier,RSC005481,Leonis,Biggest Whale,Whale Defense,N/A,N/A,54.08,55,0.527,29,26,10,20605,11170,9435,35,40,87,132,0.265,374.62,0.64,0.73,1.58,2.40
Premier,RSC001977,T.,Biggest Whale,Whale Defense,N/A,N/A,56.86,51,0.549,28,23,9,19092,10790,8302,45,32,68,129,0.349,374.35,0.88,0.63,1.33,2.53
Premier,RSC004730,SgtPickle,Capybaras,The Jungle,N/A,N/A,2.35,13,0.077,1,12,0,3148,1670,1478,3,1,22,22,0.136,242.15,0.23,0.08,1.69,1.69
Premier,RSC006203,Tartan ^.^,Capybaras,The Jungle,N/A,N/A,71.95,44,0.455,20,24,8,19409,11070,8339,36,41,84,122,0.295,441.11,0.82,0.93,1.91,2.77
Premier,RSC005625,aspect of hope,Capybaras,The Jungle,N/A,N/A,45.43,56,0.393,22,34,4,19443,11130,8313,39,29,87,143,0.273,347.18,0.70,0.52,1.55,2.55
Premier,RSC003334,hawk rl,Capybaras,The Jungle,N/A,N/A,74.32,42,0.548,23,19,9,17890,11250,6640,56,26,63,120,0.467,425.93,1.33,0.62,1.50,2.86
Premier,RSC003780,FusionBleach,Crooked Capos,The Syndicate,N/A,N/A,79.72,52,0.731,38,14,20,22347,12940,9407,58,36,71,179,0.324,429.75,1.12,0.69,1.37,3.44
Premier,RSC004923,Monster.,Crooked Capos,The Syndicate,N/A,N/A,71.1,56,0.679,38,18,12,22437,12840,9597,54,40,72,184,0.293,400.66,0.96,0.71,1.29,3.29
Premier,RSC003892,Treezy,Crooked Capos,The Syndicate,N/A,N/A,49.71,56,0.679,38,18,6,17803,10130,7673,33,39,67,153,0.216,317.91,0.59,0.70,1.20,2.73
Premier,RSC000697,Dolphino,Dapper Dolphins,The Reef,N/A,N/A,24.23,6,0.167,1,5,0,1655,990,665,4,2,7,14,0.286,275.67,0.67,0.33,1.17,2.33
Premier,RSC005917,GAVALANCHE,Dapper Dolphins,The Reef,N/A,N/A,78.06,52,0.577,30,22,10,22614,13660,8954,53,51,87,146,0.363,434.88,1.02,0.98,1.67,2.81
Premier,RSC004216,GrEh,Dapper Dolphins,The Reef,N/A,N/A,73.97,55,0.545,30,25,12,22794,13610,9184,54,42,83,196,0.276,414.42,0.98,0.76,1.51,3.56
Premier,RSC005920,Roxy,Dapper Dolphins,The Reef,N/A,N/A,65.91,33,0.636,21,12,6,12939,7900,5039,31,17,58,105,0.295,392.09,0.94,0.52,1.76,3.18
Premier,RSC006460,Arrow,Darkness,The Shadows,N/A,N/A,66.3,36,0.417,15,21,9,14431,8660,5771,36,20,55,131,0.275,400.86,1.00,0.56,1.53,3.64
Premier,RSC007071,Guapo,Darkness,The Shadows,N/A,N/A,90.46,12,0.583,7,5,3,5448,3750,1698,15,12,25,40,0.375,453.92,1.25,1.00,2.08,3.33
Premier,RSC002125,Neoblastz,Darkness,The Shadows,N/A,N/A,41.15,38,0.395,15,23,2,12767,7360,5407,27,14,60,96,0.281,335.97,0.71,0.37,1.58,2.53
Premier,RSC004306,North.,Darkness,The Shadows,N/A,N/A,57.85,23,0.304,7,16,4,9158,5220,3938,15,16,44,72,0.208,398.17,0.65,0.70,1.91,3.13
Premier,RSC004459,phoenixu.u,Darkness,The Shadows,N/A,N/A,49.71,56,0.411,23,33,7,20518,11280,9238,37,42,85,123,0.301,366.38,0.66,0.75,1.52,2.20
Premier,RSC006948,MaxThatNinja,Double Mint,Minty Fresh,N/A,N/A,44.87,27,0.481,13,14,1,8963,5100,3863,14,17,43,70,0.200,331.93,0.52,0.63,1.59,2.59
Premier,RSC001114,ashes.,Double Mint,Minty Fresh,N/A,N/A,48.22,56,0.500,28,28,9,19142,10910,8232,37,36,80,141,0.262,341.82,0.66,0.64,1.43,2.52
Premier,RSC007150,peach,Double Mint,Minty Fresh,N/A,N/A,50.22,45,0.489,22,23,6,15320,8640,6680,36,26,49,129,0.279,340.44,0.80,0.58,1.09,2.87
Premier,RSC002542,wicked.,Double Mint,Minty Fresh,N/A,N/A,64.08,12,0.333,4,8,3,4818,2750,2068,11,9,16,40,0.275,401.42,0.92,0.75,1.33,3.33
Premier,RSC001945,Brody,Fairies,The Forest,N/A,N/A,74.66,56,0.571,32,24,21,25604,14630,10974,49,42,122,153,0.320,457.20,0.88,0.75,2.18,2.73
Premier,RSC006889,Jay,Fairies,The Forest,N/A,N/A,46.73,56,0.571,32,24,4,18013,10560,7453,47,25,62,151,0.311,321.66,0.84,0.45,1.11,2.70
Premier,RSC006970,snizdrift,Fairies,The Forest,N/A,N/A,63.39,56,0.571,32,24,7,22001,12060,9941,46,42,75,161,0.286,392.86,0.82,0.75,1.34,2.88
Premier,RSC000931,Danger,Feta Forgers,Cheese Guild,N/A,N/A,51.79,36,0.389,14,22,6,13727,7320,6407,29,22,49,87,0.333,381.28,0.81,0.61,1.36,2.42
Premier,RSC000436,distant,Feta Forgers,Cheese Guild,N/A,N/A,40.08,41,0.366,15,26,7,14515,7730,6785,25,18,69,88,0.284,354.02,0.61,0.44,1.68,2.15
Premier,RSC007252,mario.,Feta Forgers,Cheese Guild,N/A,N/A,38.73,52,0.327,17,35,2,16898,9420,7478,36,26,65,127,0.283,324.96,0.69,0.50,1.25,2.44
Premier,RSC000839,p0larbear,Feta Forgers,Cheese Guild,N/A,N/A,23.97,31,0.194,6,25,2,9358,4760,4598,10,12,49,71,0.141,301.84,0.32,0.39,1.58,2.29
Premier,RSC002439,Angebro,Free Agent,Free Agent,N/A,N/A,46.69,8,0.375,3,5,1,2866,1710,1156,6,5,14,16,0.375,358.13,0.75,0.63,1.75,2.00
Premier,RSC001214,Corrupt,Free Agent,Free Agent,N/A,N/A,43.35,8,0.250,2,6,1,2816,1430,1386,4,7,10,18,0.222,351.88,0.50,0.88,1.25,2.25
Premier,RSC006808,Garretts46,Free Agent,Free Agent,N/A,N/A,28.64,3,0.333,1,2,0,852,500,352,3,1,2,5,0.600,283.67,1.00,0.33,0.67,1.67
Premier,RSC004914,Hams,Free Agent,Free Agent,N/A,N/A,-0.63,8,0.000,0,8,0,2106,800,1306,2,1,9,10,0.200,263.13,0.25,0.13,1.13,1.25
Premier,RSC004560,Nico,Free Agent,Free Agent,N/A,N/A,29.18,4,0.250,1,3,0,1286,650,636,2,1,6,10,0.200,321.50,0.50,0.25,1.50,2.50
Premier,RSC000381,Noriko,Free Agent,Free Agent,N/A,N/A,30.21,15,0.200,3,12,1,4722,2380,2342,9,9,15,28,0.321,314.80,0.60,0.60,1.00,1.87
Premier,RSC000876,Panzler,Free Agent,Free Agent,N/A,N/A,41.71,4,0.250,1,3,1,1596,970,626,4,0,10,7,0.571,399.00,1.00,0.00,2.50,1.75
Premier,RSC000342,Ryzai,Free Agent,Free Agent,N/A,N/A,51.09,24,0.375,9,15,3,8459,5160,3299,19,17,36,61,0.311,352.42,0.79,0.71,1.50,2.54
Premier,RSC004698,Slvr.,Free Agent,Free Agent,N/A,N/A,16.95,10,0.300,3,7,0,2772,1320,1452,2,4,15,17,0.118,277.20,0.20,0.40,1.50,1.70
Premier,RSC004477,Wulf,Free Agent,Free Agent,N/A,N/A,80.48,28,0.607,17,11,9,12366,7080,5286,30,19,41,108,0.278,441.64,1.07,0.68,1.46,3.86
Premier,RSC002759,chan,Free Agent,Free Agent,N/A,N/A,63.48,2,0.500,1,1,0,776,450,326,0,3,5,5,0.000,388.00,0.00,1.50,2.50,2.50
Premier,RSC007228,coal.,Free Agent,Free Agent,N/A,N/A,5.72,4,0.000,0,4,0,1052,530,522,0,1,8,8,0.000,263.00,0.00,0.25,2.00,2.00
Premier,RSC000745,jpablo,Free Agent,Free Agent,N/A,N/A,50.77,4,0.500,2,2,0,1301,870,431,5,1,4,12,0.417,325.25,1.25,0.25,1.00,3.00
Premier,RSC006704,noah,Free Agent,Free Agent,N/A,N/A,45.07,4,0.250,1,3,1,1427,820,607,2,4,7,7,0.286,356.75,0.50,1.00,1.75,1.75
Premier,RSC000402,reagfam,Free Agent,Free Agent,N/A,N/A,55.34,8,0.500,4,4,1,2796,1800,996,7,4,13,25,0.280,349.50,0.88,0.50,1.63,3.13
Premier,RSC007339,sil,Free Agent,Free Agent,N/A,N/A,67.16,4,0.500,2,2,2,1823,1050,773,5,1,8,10,0.500,455.75,1.25,0.25,2.00,2.50
Premier,RSC000618,taelo,Free Agent,Free Agent,N/A,N/A,-12.07,2,0.000,0,2,0,380,160,220,0,1,2,1,0.000,190.00,0.00,0.50,1.00,0.50
Premier,RSC007371,wsly,Free Agent,Free Agent,N/A,N/A,81.02,8,0.875,7,1,5,3384,2110,1274,12,3,10,26,0.462,422.88,1.50,0.38,1.25,3.25
Premier,RSC004476,Aub,Glacial Ice,Speed Demons,N/A,N/A,47.14,56,0.482,27,29,6,18148,9950,8198,36,39,56,160,0.225,324.07,0.64,0.70,1.00,2.86
Premier,RSC004909,Dsife,Glacial Ice,Speed Demons,N/A,N/A,68.51,52,0.519,27,25,10,21933,12410,9523,48,29,88,176,0.273,421.77,0.92,0.56,1.69,3.39
Premier,RSC005835,Kylau,Glacial Ice,Speed Demons,N/A,N/A,67.79,52,0.519,27,25,11,20956,12790,8166,54,32,83,164,0.329,403.00,1.04,0.62,1.60,3.15
Premier,RSC004696,Nuggz,Glacial Ice,Speed Demons,N/A,N/A,-0.26,8,0.000,0,8,0,1760,760,1000,0,3,9,16,0.000,219.88,0.00,0.38,1.13,2.00
Premier,RSC000750,Jatt,Gummy Bears,The Bear Den,N/A,N/A,64.18,52,0.692,36,16,6,18407,11340,7067,52,41,52,149,0.349,353.98,1.00,0.79,1.00,2.87
Premier,RSC004892,Kazi,Gummy Bears,The Bear Den,N/A,N/A,69.35,56,0.679,38,18,13,22127,13060,9067,54,38,80,176,0.307,395.11,0.96,0.68,1.43,3.14
Premier,RSC000128,Tylurr1,Gummy Bears,The Bear Den,N/A,N/A,83.03,48,0.750,36,12,17,20676,12510,8166,47,44,80,161,0.292,430.75,0.98,0.92,1.67,3.35
Premier,RSC000996,GreenSleeves,Hurricanes,Storm,N/A,N/A,53.26,56,0.571,32,24,4,20112,11530,8582,38,34,91,148,0.257,359.13,0.68,0.61,1.63,2.64
Premier,RSC000672,JK,Hurricanes,Storm,N/A,N/A,44.34,44,0.545,24,20,9,15437,7960,7477,30,22,59,91,0.330,350.84,0.68,0.50,1.34,2.07
Premier,RSC004370,Nightfang,Hurricanes,Storm,N/A,N/A,61.52,56,0.571,32,24,14,22089,12900,9189,55,33,87,140,0.393,394.43,0.98,0.59,1.55,2.50
Premier,RSC005234,Hirsch,Interstellar,Event Horizon,N/A,N/A,30.13,24,0.333,8,16,1,6878,3750,3128,14,12,24,55,0.255,286.58,0.58,0.50,1.00,2.29
Premier,RSC000330,Infinite,Interstellar,Event Horizon,N/A,N/A,40.11,39,0.359,14,25,6,13551,7420,6131,22,21,67,82,0.268,347.46,0.56,0.54,1.72,2.10
Premier,RSC003749,Rule,Interstellar,Event Horizon,N/A,N/A,45.31,47,0.298,14,33,5,17000,9760,7240,35,21,80,121,0.289,361.70,0.75,0.45,1.70,2.57
Premier,RSC002888,kri0s,Interstellar,Event Horizon,N/A,N/A,28.14,32,0.313,10,22,2,10459,5310,5149,10,14,61,56,0.179,326.84,0.31,0.44,1.91,1.75
Prospect,RSC003737,MeOnDisplay,Blacktips,Shark Attack,N/A,N/A,46.85,54,0.648,35,19,6,15596,8940,6656,32,44,51,99,0.323,288.80,0.59,0.82,0.94,1.83
Prospect,RSC005725,rwalls516r,Blacktips,Shark Attack,N/A,N/A,50.47,9,0.000,0,4,0,3426,630,2796,1,3,6,8,0.125,380.56,0.67,0.44,1.78,2.33
Prospect,RSC005725,rwalls516r,Blacktips,Shark Attack,N/A,N/A,58.5,9,0.444,4,5,2,3426,1810,1616,6,4,16,21,0.286,380.56,0.67,0.44,1.78,2.33
Prospect,RSC007318,xd Dylan591,Blacktips,Shark Attack,N/A,N/A,118.28,58,0.638,37,21,25,27602,17310,10292,104,26,65,236,0.441,475.88,1.79,0.45,1.12,4.07
Prospect,RSC005844,xur 3rd man,Blacktips,Shark Attack,N/A,N/A,64.7,59,0.644,38,21,5,19551,11520,8031,42,49,68,147,0.286,331.37,0.71,0.83,1.15,2.49
Prospect,RSC001035,Charlieharley_1,Detention Demons,Ghoul School,N/A,N/A,21.1,33,0.273,9,24,2,8068,4320,3748,15,16,27,67,0.224,244.48,0.46,0.49,0.82,2.03
Prospect,RSC004879,DefNotMongo.,Detention Demons,Ghoul School,N/A,N/A,22.49,36,0.500,18,18,3,9619,5000,4619,16,10,45,65,0.246,267.17,0.44,0.28,1.25,1.81
Prospect,RSC006667,GET2DACHOPPA5,Detention Demons,Ghoul School,N/A,N/A,60.04,52,0.442,23,29,9,18642,10120,8522,41,25,67,142,0.289,358.50,0.79,0.48,1.29,2.73
Prospect,RSC006966,Pivot97,Detention Demons,Ghoul School,N/A,N/A,53.01,59,0.424,25,34,11,19390,10870,8520,49,27,61,157,0.312,328.63,0.83,0.46,1.03,2.66
Prospect,RSC003432,RedWingLegendAYG,Earth,The Elements,N/A,N/A,40.49,35,0.429,15,20,5,10931,5660,5271,22,8,42,96,0.229,312.29,0.63,0.23,1.20,2.74
Prospect,RSC000048,pablo v2,Earth,The Elements,N/A,N/A,52.24,53,0.566,30,23,10,17378,9630,7748,36,30,67,118,0.305,327.87,0.68,0.57,1.26,2.23
Prospect,RSC005136,tdogplayz,Earth,The Elements,N/A,N/A,61.31,44,0.545,24,20,7,15999,8760,7239,38,21,57,106,0.358,363.61,0.86,0.48,1.30,2.41
